right,now | hypernyms: 
lotion,can,see,out,will | hypernyms: 
football,are,crazy,no,sense,words | hypernyms: 
friday | hypernyms: 
office,door,are,phone,personal,door,saying | hypernyms: 
bug,must,patient | hypernyms: 
rip,patrick,dancing,love,kid,love,movie,he,will | hypernyms: 
great,art,great,place | hypernyms: 
reset,phone,reset,factory,no,over,hour,set,back | hypernyms: 
no,stuff,google,account,are,list,market | hypernyms: 
reset,phone | hypernyms: 
go,card,storage,click,reset,factory,reset,then | hypernyms: 
ruin,right,now | hypernyms: 
way | hypernyms: 
wait,start,book,symbol,tomorrow,think,good,bout | hypernyms: 
ear,james,like,know | hypernyms: 
mine,good,guy,phone,step,handset | hypernyms: 
stupid,ruin,life,love,show | hypernyms: 
last,week,like,premiere | hypernyms: 
are,crazy,fun,show | hypernyms: 
know,think,great,great,story,love | hypernyms: 
screw,work,left,robert,trap,can,work,at,time,like | hypernyms: 
love,he,shit,check,out | hypernyms: 
great,see,back,here | hypernyms: 
god,give,strength,get,weekend,at,rough,couple,at,work | hypernyms: 
working,shift,tomorrow,will,nice,chill,day | hypernyms: 
doctor,problem,can,first,notice,problem,problem | hypernyms: 
there | hypernyms: 
why,tree,fall,down,koala,let,go | hypernyms: 
better | hypernyms: 
two,may,worry,sheep | hypernyms: 
ur,bel,thing | hypernyms: 
dirt,parts,company | hypernyms: 
seek,sauce,get,ale | hypernyms: 
he,devil,need,spoon | hypernyms: 
he,cow,tail | hypernyms: 
why,are,like,need,one,why | hypernyms: 
he,bidding | hypernyms: 
self,do,self | hypernyms: 
great | hypernyms: 
do,better | hypernyms: 
freestyle,confidence | hypernyms: 
friend,flight | hypernyms: 
thanks,no,party,like,tea,party | hypernyms: 
do | hypernyms: 
bit | hypernyms: 
day,fast,prayer,republic,spread,word,let,walk | hypernyms: 
do | hypernyms: 
think,watch,out | hypernyms: 
here,#acorn,central,share,get | hypernyms: 
ýslam,prayer,meeting,capitol,hill | hypernyms: 
evil,give,quarter | hypernyms: 
party,at,night,out,drunk | hypernyms: 
bad,frank,spell,first,name | hypernyms: 
good,night | hypernyms: 
he,open | hypernyms: 
hotel,california | hypernyms: 
will,shop,at,best,pressure,stop,advertising,beck,#optea,#tcot | hypernyms: 
keep | hypernyms: 
bar | hypernyms: 
well,bar,win | hypernyms: 
love,game,go,at,at,morning | hypernyms: 
worse | hypernyms: 
out,day,today | hypernyms: 
giggle,obama,five,past,sunday,morning,like,church | hypernyms: 
meet,now | hypernyms: 
two,favorite,lesbos | hypernyms: 
why | hypernyms: 
yesterday,air,wear | hypernyms: 
bad,horse,morning,thought | hypernyms: 
horse | hypernyms: 
back,work | hypernyms: 
know,being,lamb,chop,out | hypernyms: 
kid,outside,playing,napkin,dispenser | hypernyms: 
like,he | hypernyms: 
no,longer,luxury | hypernyms: 
nap,desk | hypernyms: 
must,class | hypernyms: 
count,album | hypernyms: 
are,sick | hypernyms: 
go,back,high,school,general | hypernyms: 
doctor,still | hypernyms: 
no | hypernyms: 
guess,impossible,then | hypernyms: 
guess,falls,people,here,way,more,experience | hypernyms: 
college,shaping,high,school | hypernyms: 
there,no,pro,college,education,course | hypernyms: 
no,good | hypernyms: 
one,few,high,school | hypernyms: 
poll,people,miss,high,school,college | hypernyms: 
creeper | hypernyms: 
proof,education,system | hypernyms: 
dallas,hunt,suspect | hypernyms: 
megadeath | hypernyms: 
works,at,radio,now | hypernyms: 
working,ways,control,distortion | hypernyms: 
thanks,mayor,spending,give,out,free,god,cant,screw | hypernyms: 
school,surveillance,good,know,there,are,wait | hypernyms: 
market,caesar,chavez,call,south,american,destabilization | hypernyms: 
rogers,#3,tomorrow | hypernyms: 
guy,fish | hypernyms: 
way,go,liberal,at,idiot | hypernyms: 
city,council,cut,cable,access,programming,city,council | hypernyms: 
jay,great,look,at,newscast,local,news | hypernyms: 
jazz,club,let,northwest,highway | hypernyms: 
no,way,game,somewhere,witness,protection,miller,box | hypernyms: 
percentage,arlington,police,are,game,detail,right,now | hypernyms: 
wire,now,people,karma | hypernyms: 
over,team,plenty,win,take | hypernyms: 
arlington,crime | hypernyms: 
dallas,police,hours,half,price | hypernyms: 
jewelry,store,one | hypernyms: 
best,pitch,afternoon,green,afterlife,bone | hypernyms: 
one | hypernyms: 
ten,more,can,turn | hypernyms: 
there,five,more | hypernyms: 
two,more,stay,target,stay,target | hypernyms: 
hit | hypernyms: 
are,going,let,know,meet,weekend | hypernyms: 
brand,possible,distribution | hypernyms: 
sitting,distribution,panel,at,#animeexpo,love,industry,badge,#ax | hypernyms: 
meeting,selling,action,wilson,more | hypernyms: 
are,at,#comiccon,keep,eyes,out,miss,suit,fedora | hypernyms: 
true,confession,he,#comicon,#sdcc | hypernyms: 
stop,booth,today,at,#comiccon,meet,say,#sdcc | hypernyms: 
at,sick,bathroom | hypernyms: 
time,television,get,ready,development,meeting,james,two | hypernyms: 
he,teaser,short,update | hypernyms: 
account | hypernyms: 
down,do,writing,weekend,going | hypernyms: 
re,writing,pilot,are,giving,better,insight | hypernyms: 
know,schedule,film,festival,here,#sdff | hypernyms: 
dope | hypernyms: 
dope,letterman | hypernyms: 
saw,here,first | hypernyms: 
like | hypernyms: 
love,bit,wood | hypernyms: 
man,plaque,tomorrow | hypernyms: 
why,tweet,course | hypernyms: 
man,moon,end,day,today | hypernyms: 
dope,are,music,festival,going,sell | hypernyms: 
love,em | hypernyms: 
man,moon | hypernyms: 
get,footage | hypernyms: 
best,scoop,man,moon,best | hypernyms: 
bout,fill,bonus | hypernyms: 
love,tweet,no,shit,like | hypernyms: 
look,at | hypernyms: 
love | hypernyms: 
right,way,turning | hypernyms: 
love,down,finish,week | hypernyms: 
#prtotd,tweet,share,chatter | hypernyms: 
#prtotd,call,tell,answer,no,time,think | hypernyms: 
#prtotd,keeping,web,site,date,can,leak,proof,door,submarine | hypernyms: 
do,know,are,see,communication,public,relations | hypernyms: 
#prtotd,work,community,involvement,business,planning,nothing,public,more,community,company | hypernyms: 
#prtotd,local,chamber,commerce,learning,are | hypernyms: 
#prtotd,take,way,keep,web,date | hypernyms: 
#prtotd,news,release,no,re,read,check,grammar | hypernyms: 
#prtotd,crisis,horizon,back,hope,planning,messaging | hypernyms: 
#prtotd,launching,product,news,release,product,sample,key | hypernyms: 
think,well,right,can,check,out,great | hypernyms: 
#prtotd,keep,top,grab,attention,then,tell,are | hypernyms: 
read,document,will,see,word | hypernyms: 
#prtotd,proof,read,out,hearing,will | hypernyms: 
see,pro | hypernyms: 
#prtotd,opening,crisis,statement,ready | hypernyms: 
#prtotd,product,service,use,words,grammar,will,are,key | hypernyms: 
#prtotd,know,audience,level | hypernyms: 
#prtotd,wait,crisis,brand,company,effort,good,times,well,bad | hypernyms: 
#prtotd,check,update,boiler,plate,information,use,much,read | hypernyms: 
four,worth,music,at,least,can,still,stand,taylor,swift | hypernyms: 
yes | hypernyms: 
give,day,sort | hypernyms: 
felt,amount,sleep,going | hypernyms: 
banging,dumpster,waco | hypernyms: 
problem | hypernyms: 
fun | hypernyms: 
swine,pork,lot | hypernyms: 
article,tea,future,republican,party | hypernyms: 
let,log,out,much | hypernyms: 
hands | hypernyms: 
good,lawrence,good,game,saturday,group,will,best | hypernyms: 
birthday,constitution | hypernyms: 
might,man,much,family | hypernyms: 
better | hypernyms: 
do,go,lunch,tomorrow,person,kind,familiar,face | hypernyms: 
thought,eating,at | hypernyms: 
know,go,down,are,click,see | hypernyms: 
great,song,great,performance | hypernyms: 
at,metro,hope,serve,pie | hypernyms: 
jam,sandwich,#omfjam,studio,recording,sound,silver | hypernyms: 
still,think,good,great,still,good,original,comedy,snob | hypernyms: 
are | hypernyms: 
know,laugh,cry,analysis | hypernyms: 
win,at,today | hypernyms: 
blackberry,failure,screen,work,release,can,one | hypernyms: 
can,work,mobile,down,card | hypernyms: 
place,now,can,pick,week,see,will,work | hypernyms: 
back,good,right,way | hypernyms: 
channel,creation | hypernyms: 
way,tackle | hypernyms: 
hate,much | hypernyms: 
cool,rollerblading | hypernyms: 
bad,throw,jay | hypernyms: 
do,playing | hypernyms: 
are,phase,game,crap,field | hypernyms: 
tell,ron,turner,can,get,running,game,going,down,let,cutler,free,get | hypernyms: 
are,middle,game,nothing,going,right | hypernyms: 
round,round,fight,saturday | hypernyms: 
win,at,#usopen,#tenis,#tennis,#argentina,#delpotro | hypernyms: 
watch,carolina,collection,hit,#catwalk,#fashionweek,#fashion,#moda,#herrera,#design,#nyfw,#nyc | hypernyms: 
la,#passarela,carolina,#herrera,en,la,la,#nyc,#fashion,#design,#nyfw,#fashionweek | hypernyms: 
en,#usopen,#tenis,#tennis,#argentina,#delpotro | hypernyms: 
fact,hate,speech,#hatecrimes,case,#cnn,#dobbs,#immigration,#migra | hypernyms: 
en,la,#tenis,#tennis,#argentina,#delpotro | hypernyms: 
week,en,la,la,#moda,#nyc,#green,#fashionweek,#design,#nyfw | hypernyms: 
#latinos,#inmigrantes,han,#dobbs,#cnn,#immigration | hypernyms: 
la,en,favor,en,contra,la,#immigration,#migra | hypernyms: 
contra,en,round,round,en | hypernyms: 
carolina,collection,#catwalk,at,#fashionweek,#fashion,#moda,#herrera,#design,#nyfw,#nyc | hypernyms: 
#yunque,natural,#puertorico,#boricua,#environment | hypernyms: 
union,#colombia,#venezuela | hypernyms: 
#dobbs,platform,#immigration,#cnn,#inmigracion,#migra,#racism,#activism | hypernyms: 
#dobbs,en,#cnn,para,#inmigracion,#politica,#latino,#hispano | hypernyms: 
#beyoncã©,#celebridades,#moda,#espectaculos | hypernyms: 
#inmigrantes,son,la,#obama,#immigration,#nava,#migra | hypernyms: 
son,para,#salud,#bebidas,#fruta,#vida,#recetas | hypernyms: 
la,en,la,#semana,la,#nyc,#fashionweek,#fwny,#ny,#moda,#delarenta,#fashion | hypernyms: 
no | hypernyms: 
dancing,ghost | hypernyms: 
patrick,will,classics,like,dancing,ghost,will | hypernyms: 
patrick,will,best | hypernyms: 
ghost | hypernyms: 
para,cuba | hypernyms: 
angel,para,ti | hypernyms: 
con,angel | hypernyms: 
mi,solo,la | hypernyms: 
para,para,karen,para,ti | hypernyms: 
con | hypernyms: 
mi,ti | hypernyms: 
mi,solo,para,karen,ti | hypernyms: 
well,last,day,vacation,cuba,here | hypernyms: 
mi | hypernyms: 
yea,feel,he,type,guess,right | hypernyms: 
yes,mam,jerk,em,at | hypernyms: 
hope,display,hope,down,better | hypernyms: 
type,flight,one,favorite,moment | hypernyms: 
yes,display | hypernyms: 
death,phone,moment,silence | hypernyms: 
sitting,room,birthday,suit,get,here | hypernyms: 
do,will,steal,phone,run,spike,like,football,lineman,style | hypernyms: 
man,thing,will,haunt | hypernyms: 
no,heart,display | hypernyms: 
show | hypernyms: 
why,singing,saw | hypernyms: 
little,over,hour,left,at,work,think,need,drink | hypernyms: 
time,think,read,one | hypernyms: 
see,real,pirate,while,out,last,night | hypernyms: 
test,average,grade,three,spencer | hypernyms: 
wake,get,cake,grinding,can,say,product,environment | hypernyms: 
brush,shoulder | hypernyms: 
grab,leg,tho | hypernyms: 
rival,gang | hypernyms: 
city,ship,delaware,north,change,management | hypernyms: 
birthday,party | hypernyms: 
one,year,anniversary,party,tomorrow,time,party,like,one,year | hypernyms: 
birthday,party,hope,see,there | hypernyms: 
thanks,hanging,out,last,night | hypernyms: 
intern,yay | hypernyms: 
labor,day,yay | hypernyms: 
diaper,bag | hypernyms: 
diaper,bag,#2 | hypernyms: 
diaper,bag,#3 | hypernyms: 
coke,flashing,smile | hypernyms: 
one,diaper,today,mention,are | hypernyms: 
finger | hypernyms: 
duck,rabbit | hypernyms: 
vote,fox,best,boutique | hypernyms: 
thanks | hypernyms: 
place,thanks | hypernyms: 
thanks,place | hypernyms: 
button,are,back,stock,get | hypernyms: 
smile,bite | hypernyms: 
love,get,stowe,go,let,know,plan | hypernyms: 
planning,trip,way,see,best,girl,know,small,world | hypernyms: 
nice,going,organic,launch,skin,care,collection,due | hypernyms: 
looking,forward,exhibit,9/11,#arthop | hypernyms: 
pie | hypernyms: 
wish,pie,night,visit | hypernyms: 
love,obama | hypernyms: 
lust,worthy | hypernyms: 
night,teething,baby,side,good,sleeper | hypernyms: 
album,track,way,go | hypernyms: 
boo,much | hypernyms: 
one,way,logo,making,logo | hypernyms: 
love | hypernyms: 
wake,last | hypernyms: 
coffee,helping,get,day,will | hypernyms: 
will,end | hypernyms: 
great,lunch,at,hood,coffee,top,notch | hypernyms: 
take,win,gift,card | hypernyms: 
no,back,phone | hypernyms: 
good,way,keep,mind,wonder,yesterday | hypernyms: 
name,girl | hypernyms: 
wrong,at,half,name,why | hypernyms: 
painting,guess,nice,out,no,money,house,can,like | hypernyms: 
america,now,chicago | hypernyms: 
well | hypernyms: 
channel | hypernyms: 
thanks,red,carpet,mean,show | hypernyms: 
face,breast | hypernyms: 
are,fool | hypernyms: 
wings | hypernyms: 
marriage,out,know | hypernyms: 
saw,today,go,wei,wei,wei,wei | hypernyms: 
here,dress,get | hypernyms: 
wei,wei | hypernyms: 
sewing,painting,watch | hypernyms: 
know,right | hypernyms: 
no | hypernyms: 
avatar,giving,people | hypernyms: 
hell,no,fix,problem,quick | hypernyms: 
know,mean | hypernyms: 
#wheniruletheworld,cheat,get,man,cut | hypernyms: 
good,luck,girl | hypernyms: 
damn,he | hypernyms: 
red,velvet,good | hypernyms: 
at,work | hypernyms: 
damn,crazy | hypernyms: 
feel,like,old,lady,need,start,more,sleep | hypernyms: 
fall,wake | hypernyms: 
damn,bird,back | hypernyms: 
go,get,phone | hypernyms: 
there,nothing,special,bout | hypernyms: 
#ff,chi | hypernyms: 
colorado,right,now,nothing,do | hypernyms: 
last,time,need,entertainment | hypernyms: 
right,now | hypernyms: 
eating,yogurt,like,apple,pie,right,now | hypernyms: 
halloween,why,do,like,scare,shit,out | hypernyms: 
fuck,michael | hypernyms: 
halloween,at | hypernyms: 
listening | hypernyms: 
guess,go,sleep,now,night,night,love | hypernyms: 
will,tell,story,tomorrow | hypernyms: 
going,sleep,right,now,world | hypernyms: 
sleep | hypernyms: 
right,here,back | hypernyms: 
right,now,get,aim,can,talk,aim | hypernyms: 
